Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
positive regulation of phosphorylation (GO:0042327)	5/208	0.058243688100902295	0.352989952944067	0	0	2.4038461538461537	6.8344219980537435	DAXX;HDAC3;ARNT;HIF1A;SIRT1
regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)	3/88	0.058299639030035655	0.3529099145554827	0	0	3.4090909090909087	9.689179695134468	GSK3B;SUMO1;PIAS1
cellular response to lipoteichoic acid (GO:0071223)	1/6	0.058526730760990416	0.3538648188072679	0	0	16.666666666666664	47.30452821704204	RELA
positive regulation of skeletal muscle fiber development (GO:0048743)	1/6	0.058526730760990416	0.35344604387376816	0	0	16.666666666666664	47.30452821704204	MYOD1
regulation of fat cell proliferation (GO:0070344)	1/6	0.058526730760990416	0.3530282589519315	0	0	16.666666666666664	47.30452821704204	E2F1
regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway (GO:1903376)	1/6	0.058526730760990416	0.35261146053522324	0	0	16.666666666666664	47.30452821704204	HIF1A
embryonic camera-type eye morphogenesis (GO:0048596)	1/6	0.058526730760990416	0.35219564513364865	0	0	16.666666666666664	47.30452821704204	TFAP2A
positive regulation of adaptive immune response (GO:0002821)	1/6	0.058526730760990416	0.3517808092736562	0	0	16.666666666666664	47.30452821704204	SIRT1
regulation of macrophage apoptotic process (GO:2000109)	1/6	0.058526730760990416	0.3513669494980401	0	0	16.666666666666664	47.30452821704204	SIRT1
epithelial to mesenchymal transition involved in endocardial cushion formation (GO:0003198)	1/6	0.058526730760990416	0.350954062365845	0	0	16.666666666666664	47.30452821704204	NOTCH1
cellular response to iron ion (GO:0071281)	1/6	0.058526730760990416	0.35054214445227005	0	0	16.666666666666664	47.30452821704204	TFAP2A
peripheral nervous system neuron development (GO:0048935)	1/6	0.058526730760990416	0.35013119234857454	0	0	16.666666666666664	47.30452821704204	RUNX1
positive regulation of ATP biosynthetic process (GO:2001171)	1/6	0.058526730760990416	0.3497212026619837	0	0	16.666666666666664	47.30452821704204	PPARGC1A
negative regulation of oligodendrocyte differentiation (GO:0048715)	1/6	0.058526730760990416	0.3493121720155954	0	0	16.666666666666664	47.30452821704204	NOTCH1
positive regulation of activin receptor signaling pathway (GO:0032927)	1/6	0.058526730760990416	0.34890409704828745	0	0	16.666666666666664	47.30452821704204	SMAD2
response to lipoteichoic acid (GO:0070391)	1/6	0.058526730760990416	0.3484969744146255	0	0	16.666666666666664	47.30452821704204	RELA
regulation of thymocyte apoptotic process (GO:0070243)	1/6	0.058526730760990416	0.34809080078477167	0	0	16.666666666666664	47.30452821704204	TP53
nucleotide-binding oligomerization domain containing 2 signaling pathway (GO:0070431)	1/6	0.058526730760990416	0.34768557284439355	0	0	16.666666666666664	47.30452821704204	RELA
positive regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902043)	1/6	0.058526730760990416	0.3472812872945745	0	0	16.666666666666664	47.30452821704204	ATF3
vascular smooth muscle cell development (GO:0097084)	1/6	0.058526730760990416	0.3468779408517237	0	0	16.666666666666664	47.30452821704204	NOTCH1
negative regulation of sterol transport (GO:0032372)	1/6	0.058526730760990416	0.34647553024748734	0	0	16.666666666666664	47.30452821704204	NFKB1
positive regulation of protein acetylation (GO:1901985)	1/6	0.058526730760990416	0.34607405222866056	0	0	16.666666666666664	47.30452821704204	KAT5
negative regulation of digestive system process (GO:0060457)	1/6	0.058526730760990416	0.34567350355709964	0	0	16.666666666666664	47.30452821704204	NR1H3
oxygen homeostasis (GO:0032364)	1/6	0.058526730760990416	0.3452738810096348	0	0	16.666666666666664	47.30452821704204	HIF1A
positive regulation of granulocyte differentiation (GO:0030854)	1/6	0.058526730760990416	0.3448751813779839	0	0	16.666666666666664	47.30452821704204	RUNX1
aortic valve development (GO:0003176)	1/6	0.058526730760990416	0.34447740146866673	0	0	16.666666666666664	47.30452821704204	NOTCH1
positive regulation of T-helper 2 cell differentiation (GO:0045630)	1/6	0.058526730760990416	0.34408053810291944	0	0	16.666666666666664	47.30452821704204	RARA
embryonic skeletal joint morphogenesis (GO:0060272)	1/6	0.058526730760990416	0.34368458811661	0	0	16.666666666666664	47.30452821704204	CTNNB1
signal complex assembly (GO:0007172)	1/6	0.058526730760990416	0.34328954836015413	0	0	16.666666666666664	47.30452821704204	SRC
regulation of chemokine-mediated signaling pathway (GO:0070099)	1/6	0.058526730760990416	0.3428954156984318	0	0	16.666666666666664	47.30452821704204	HIF1A
aortic valve morphogenesis (GO:0003180)	1/6	0.058526730760990416	0.34250218701070423	0	0	16.666666666666664	47.30452821704204	NOTCH1
trigeminal nerve development (GO:0021559)	1/6	0.058526730760990416	0.3421098591905316	0	0	16.666666666666664	47.30452821704204	TFAP2A
regulation of hyaluronan biosynthetic process (GO:1900125)	1/6	0.058526730760990416	0.34171842914569117	0	0	16.666666666666664	47.30452821704204	NFKB1
regulation of tooth mineralization (GO:0070170)	1/6	0.058526730760990416	0.3413278937980961	0	0	16.666666666666664	47.30452821704204	TFAP2A
dosage compensation by inactivation of X chromosome (GO:0009048)	1/6	0.058526730760990416	0.3409382500837147	0	0	16.666666666666664	47.30452821704204	BRCA1
negative regulation of erythrocyte differentiation (GO:0045647)	1/6	0.058526730760990416	0.3405494949524904	0	0	16.666666666666664	47.30452821704204	HSPA9
regulation of cardiac muscle hypertrophy in response to stress (GO:1903242)	1/6	0.058526730760990416	0.34016162536826205	0	0	16.666666666666664	47.30452821704204	FOXO1
negative regulation of delayed rectifier potassium channel activity (GO:1902260)	1/6	0.058526730760990416	0.339774638308685	0	0	16.666666666666664	47.30452821704204	SUMO1
mesenchymal cell differentiation involved in kidney development (GO:0072161)	1/6	0.058526730760990416	0.33938853076515235	0	0	16.666666666666664	47.30452821704204	STAT1
morphogenesis of an endothelium (GO:0003159)	1/6	0.058526730760990416	0.3390032997427175	0	0	16.666666666666664	47.30452821704204	CTNNB1
venous blood vessel morphogenesis (GO:0048845)	1/6	0.058526730760990416	0.338618942260016	0	0	16.666666666666664	47.30452821704204	NOTCH1
cellular response to cold (GO:0070417)	1/6	0.058526730760990416	0.3382354553491892	0	0	16.666666666666664	47.30452821704204	FOXO1
negative regulation of cell cycle phase transition (GO:1901988)	1/6	0.058526730760990416	0.3378528360558078	0	0	16.666666666666664	47.30452821704204	H2AFY
negative regulation of glial cell proliferation (GO:0060253)	1/6	0.058526730760990416	0.33747108143879556	0	0	16.666666666666664	47.30452821704204	NOTCH1
regulation of NFAT protein import into nucleus (GO:0051532)	1/6	0.058526730760990416	0.3370901885703545	0	0	16.666666666666664	47.30452821704204	GSK3B
single strand break repair (GO:0000012)	1/6	0.058526730760990416	0.3367101545358896	0	0	16.666666666666664	47.30452821704204	SIRT1
regulation of t-circle formation (GO:1904429)	1/6	0.058526730760990416	0.3363309764339348	0	0	16.666666666666664	47.30452821704204	XRCC5
positive regulation of protein localization to centrosome (GO:1904781)	1/6	0.058526730760990416	0.3359526513760788	0	0	16.666666666666664	47.30452821704204	GSK3B
negative regulation of glycogen biosynthetic process (GO:0045719)	1/6	0.058526730760990416	0.3355751764868922	0	0	16.666666666666664	47.30452821704204	GSK3B
peptidyl-threonine modification (GO:0018210)	3/89	0.059906326477653336	0.34309986982656	0	0	3.3707865168539324	9.488673580162098	GSK3B;CSNK2A1;MAPK1
negative regulation of transport (GO:0051051)	2/40	0.06057350187737668	0.34653204044871433	0	0	5.0	14.019488721418307	NR1H2;NR1H3
embryonic heart tube morphogenesis (GO:0003143)	2/40	0.06057350187737668	0.34614398665201923	0	0	5.0	14.019488721418307	NOTCH1;SRF
nucleotide-excision repair, DNA incision (GO:0033683)	2/40	0.06057350187737668	0.34575680098462325	0	0	5.0	14.019488721418307	DDB1;PARP1
sensory organ development (GO:0007423)	2/40	0.06057350187737668	0.34537048053659575	0	0	5.0	14.019488721418307	SOX2;CHD7
negative regulation of catabolic process (GO:0009895)	2/40	0.06057350187737668	0.3449850224109969	0	0	5.0	14.019488721418307	HDAC4;PPARA
determination of heart left/right asymmetry (GO:0061371)	2/40	0.06057350187737668	0.3446004237238051	0	0	5.0	14.019488721418307	NOTCH1;SRF
odontogenesis (GO:0042476)	2/41	0.06327253922506833	0.35955430697719787	0	0	4.878048780487805	13.464896894966355	HDAC2;HDAC1
regulation of cholesterol metabolic process (GO:0090181)	2/41	0.06327253922506833	0.3591543578036971	0	0	4.878048780487805	13.464896894966355	SP1;NR1H4
cell cycle G1/S phase transition (GO:0044843)	3/92	0.06484980305095467	0.36769838329891297	0	0	3.260869565217391	8.920700234406702	RB1;CDKN1A;MYC
positive regulation of intracellular protein transport (GO:0090316)	4/152	0.06650011739257675	0.37663717986050954	0	0	2.631578947368421	7.1330304368946855	GSK3B;KAT2A;RUVBL1;TP53
protein oligomerization (GO:0051259)	5/217	0.06726789254876403	0.38056325463009183	0	0	2.3041474654377883	6.2190604508830845	TRIM28;DDIT3;IKZF1;TP53BP1;TP53
angiotensin-activated signaling pathway (GO:0038166)	1/7	0.06794426888853011	0.38396412418401904	0	0	14.285714285714285	38.41524978585786	SRC
adherens junction assembly (GO:0034333)	1/7	0.06794426888853011	0.38353938510859426	0	0	14.285714285714285	38.41524978585786	CTNNB1
histone H3-K4 demethylation (GO:0034720)	1/7	0.06794426888853011	0.3831155846830599	0	0	14.285714285714285	38.41524978585786	KDM1A
cardiac atrium development (GO:0003230)	1/7	0.06794426888853011	0.38269271979930375	0	0	14.285714285714285	38.41524978585786	NOTCH1
negative regulation of muscle hypertrophy (GO:0014741)	1/7	0.06794426888853011	0.3822707873629208	0	0	14.285714285714285	38.41524978585786	SMAD4
erythrocyte development (GO:0048821)	1/7	0.06794426888853011	0.3818497842931379	0	0	14.285714285714285	38.41524978585786	GATA1
regulation of interleukin-13 production (GO:0032656)	1/7	0.06794426888853011	0.38142970752273836	0	0	14.285714285714285	38.41524978585786	RARA
progesterone receptor signaling pathway (GO:0050847)	1/7	0.06794426888853011	0.3810105539979881	0	0	14.285714285714285	38.41524978585786	SRC
negative regulation of keratinocyte proliferation (GO:0010839)	1/7	0.06794426888853011	0.38059232067856114	0	0	14.285714285714285	38.41524978585786	VDR
positive regulation of lamellipodium morphogenesis (GO:2000394)	1/7	0.06794426888853011	0.3801750045374662	0	0	14.285714285714285	38.41524978585786	SRC
positive regulation of metaphase/anaphase transition of cell cycle (GO:1902101)	1/7	0.06794426888853011	0.37975860256097393	0	0	14.285714285714285	38.41524978585786	RB1
mitochondrial DNA metabolic process (GO:0032042)	1/7	0.06794426888853011	0.37934311174854396	0	0	14.285714285714285	38.41524978585786	PARP1
brown fat cell differentiation (GO:0050873)	1/7	0.06794426888853011	0.3789285291127532	0	0	14.285714285714285	38.41524978585786	PPARGC1A
regulation of extracellular matrix organization (GO:1903053)	1/7	0.06794426888853011	0.378514851679224	0	0	14.285714285714285	38.41524978585786	NOTCH1
hemostasis (GO:0007599)	1/7	0.06794426888853011	0.3781020764865531	0	0	14.285714285714285	38.41524978585786	FLI1
oxygen transport (GO:0015671)	1/7	0.06794426888853011	0.3776902005862409	0	0	14.285714285714285	38.41524978585786	MYC
regulation of mitochondrial membrane permeability involved in apoptotic process (GO:1902108)	1/7	0.06794426888853011	0.3772792210426215	0	0	14.285714285714285	38.41524978585786	ATF2
bone cell development (GO:0098751)	1/7	0.06794426888853011	0.3768691349327926	0	0	14.285714285714285	38.41524978585786	SRC
cellular response to laminar fluid shear stress (GO:0071499)	1/7	0.06794426888853011	0.37645993934654637	0	0	14.285714285714285	38.41524978585786	NFE2L2
regulation of low-density lipoprotein particle clearance (GO:0010988)	1/7	0.06794426888853011	0.37605163138630066	0	0	14.285714285714285	38.41524978585786	NR1H4
negative regulation of cardiac muscle cell differentiation (GO:2000726)	1/7	0.06794426888853011	0.37564420816703054	0	0	14.285714285714285	38.41524978585786	SMAD4
cellular response to leptin stimulus (GO:0044320)	1/7	0.06794426888853011	0.3752376668162004	0	0	14.285714285714285	38.41524978585786	SIRT1
regulation of toll-like receptor 9 signaling pathway (GO:0034163)	1/7	0.06794426888853011	0.3748320044736964	0	0	14.285714285714285	38.41524978585786	HMGB1
gas homeostasis (GO:0033483)	1/7	0.06794426888853011	0.3744272182917594	0	0	14.285714285714285	38.41524978585786	HIF1A
regulation of isotype switching (GO:0045191)	1/7	0.06794426888853011	0.37402330543491824	0	0	14.285714285714285	38.41524978585786	TP53BP1
positive regulation of phospholipid biosynthetic process (GO:0071073)	1/7	0.06794426888853011	0.3736202630799237	0	0	14.285714285714285	38.41524978585786	NR1H4
regulation of smooth muscle cell differentiation (GO:0051150)	1/7	0.06794426888853011	0.37321808841568266	0	0	14.285714285714285	38.41524978585786	SRF
positive regulation of ER-associated ubiquitin-dependent protein catabolic process (GO:1903071)	1/7	0.06794426888853011	0.3728167786431927	0	0	14.285714285714285	38.41524978585786	NFE2L2
pituitary gland development (GO:0021983)	1/7	0.06794426888853011	0.3724163309754771	0	0	14.285714285714285	38.41524978585786	SOX2
modification by symbiont of host morphology or physiology (GO:0044003)	1/7	0.06794426888853011	0.3720167426375206	0	0	14.285714285714285	38.41524978585786	RXRA
positive regulation of mitotic sister chromatid separation (GO:1901970)	1/7	0.06794426888853011	0.37161801086620494	0	0	14.285714285714285	38.41524978585786	RB1
regulation of transcription from RNA polymerase II promoter involved in heart development (GO:1901213)	1/7	0.06794426888853011	0.37122013291024536	0	0	14.285714285714285	38.41524978585786	NOTCH1
negative regulation of macrophage activation (GO:0043031)	1/7	0.06794426888853011	0.37082310603012747	0	0	14.285714285714285	38.41524978585786	NR1H3
regulation of RNA biosynthetic process (GO:2001141)	1/7	0.06794426888853011	0.370426927498044	0	0	14.285714285714285	38.41524978585786	NCOA3
regulation of dendritic cell differentiation (GO:2001198)	1/7	0.06794426888853011	0.37003159459783264	0	0	14.285714285714285	38.41524978585786	HMGB1
positive regulation of fatty acid beta-oxidation (GO:0032000)	1/7	0.06794426888853011	0.36963710462491384	0	0	14.285714285714285	38.41524978585786	PPARA
pericardium morphogenesis (GO:0003344)	1/7	0.06794426888853011	0.36924345488622917	0	0	14.285714285714285	38.41524978585786	NOTCH1
negative regulation of B cell apoptotic process (GO:0002903)	1/7	0.06794426888853011	0.36885064270018	0	0	14.285714285714285	38.41524978585786	BCL6
V(D)J recombination (GO:0033151)	1/7	0.06794426888853011	0.36845866539656663	0	0	14.285714285714285	38.41524978585786	HMGB1
regulation of growth hormone secretion (GO:0060123)	1/7	0.06794426888853011	0.3680675203165278	0	0	14.285714285714285	38.41524978585786	CHD7
positive regulation of insulin receptor signaling pathway (GO:0046628)	1/7	0.06794426888853011	0.36767720481248056	0	0	14.285714285714285	38.41524978585786	SIRT1
positive regulation of interleukin-5 production (GO:0032754)	1/7	0.06794426888853011	0.36728771624806056	0	0	14.285714285714285	38.41524978585786	RARA
negative regulation of glycogen metabolic process (GO:0070874)	1/7	0.06794426888853011	0.3668990519980626	0	0	14.285714285714285	38.41524978585786	GSK3B
regulation of anion transport (GO:0044070)	1/7	0.06794426888853011	0.3665112094483818	0	0	14.285714285714285	38.41524978585786	NCOR1
positive regulation of isomerase activity (GO:0010912)	1/7	0.06794426888853011	0.3661241859959548	0	0	14.285714285714285	38.41524978585786	UHRF1
regulation of RNA polymerase II regulatory region sequence-specific DNA binding (GO:1903025)	1/7	0.06794426888853011	0.3657379790487017	0	0	14.285714285714285	38.41524978585786	DDIT3
positive regulation of myeloid cell apoptotic process (GO:0033034)	1/7	0.06794426888853011	0.36535258602546805	0	0	14.285714285714285	38.41524978585786	SIRT1
regulation of skeletal muscle fiber development (GO:0048742)	1/7	0.06794426888853011	0.36496800435596755	0	0	14.285714285714285	38.41524978585786	MYOD1
regulation of glycogen (starch) synthase activity (GO:2000465)	1/7	0.06794426888853011	0.3645842314807247	0	0	14.285714285714285	38.41524978585786	GSK3B
negative regulation of retinoic acid receptor signaling pathway (GO:0048387)	1/7	0.06794426888853011	0.36420126485101806	0	0	14.285714285714285	38.41524978585786	EZH2
regulation of protein localization to centrosome (GO:1904779)	1/7	0.06794426888853011	0.3638191019288239	0	0	14.285714285714285	38.41524978585786	GSK3B
T-helper 1 type immune response (GO:0042088)	1/7	0.06794426888853011	0.36343774018676017	0	0	14.285714285714285	38.41524978585786	HMGB1
cellular response to gonadotropin stimulus (GO:0071371)	1/7	0.06794426888853011	0.36305717710803054	0	0	14.285714285714285	38.41524978585786	NOTCH1
post-translational protein modification (GO:0043687)	7/357	0.0680642453986083	0.36331782873336627	0	0	1.9607843137254901	5.269222028551124	DDB1;EPAS1;RBBP5;ZBTB16;RBBP7;HIF1A;MEN1
regulation of B cell proliferation (GO:0030888)	2/43	0.06878964677848877	0.3668062356432896	0	0	4.651162790697675	12.449776875522442	NFATC2;AHR
protein transmembrane import into intracellular organelle (GO:0044743)	2/43	0.06878964677848877	0.36642334813217975	0	0	4.651162790697675	12.449776875522442	HSP90AA1;HSPA4
negative regulation of DNA metabolic process (GO:0051053)	2/43	0.06878964677848877	0.36604125913517016	0	0	4.651162790697675	12.449776875522442	DNMT3L;KMT2A
regulation of interferon-gamma production (GO:0032649)	2/43	0.06878964677848877	0.3656599661569044	0	0	4.651162790697675	12.449776875522442	RARA;HMGB1
positive regulation of protein localization to membrane (GO:1905477)	3/95	0.06997503647477848	0.3715739970143544	0	0	3.1578947368421053	8.398789649451565	E2F1;TP53;TP73
transcription elongation from RNA polymerase II promoter (GO:0006368)	3/95	0.06997503647477848	0.37118774545820643	0	0	3.1578947368421053	8.398789649451565	PBRM1;TBP;TAF6
sprouting angiogenesis (GO:0002040)	2/44	0.07160561148891219	0.37944281975900196	0	0	4.545454545454546	11.984462887892503	NR4A1;SRF
negative regulation of type I interferon production (GO:0032480)	2/44	0.07160561148891219	0.37904920687543453	0	0	4.545454545454546	11.984462887892503	YY1;RELB
negative regulation of ossification (GO:0030279)	2/45	0.07445847463610643	0.3937425865990167	0	0	4.444444444444445	11.544505317464711	NOTCH1;MEN1
response to molecule of bacterial origin (GO:0002237)	3/98	0.07527751281375963	0.3976616437770346	0	0	3.061224489795918	7.918083132820133	JUN;JUND;JUNB
steroid metabolic process (GO:0008202)	3/99	0.07708358232084961	0.406781303602167	0	0	3.0303030303030303	7.766257458044272	UBE2I;VDR;NR1I2
regulation of stress-activated protein kinase signaling cascade (GO:0070302)	1/8	0.07726807133802915	0.4073336446673169	0	0	12.5	32.00593071730013	MAPK1
positive regulation of smooth muscle cell apoptotic process (GO:0034393)	1/8	0.07726807133802915	0.4069132797089399	0	0	12.5	32.00593071730013	PPARG
positive regulation of extracellular matrix assembly (GO:1901203)	1/8	0.07726807133802915	0.40649378148243587	0	0	12.5	32.00593071730013	SMAD3
cell migration involved in heart development (GO:0060973)	1/8	0.07726807133802915	0.40607514730995137	0	0	12.5	32.00593071730013	NOTCH1
cellular response to nitric oxide (GO:0071732)	1/8	0.07726807133802915	0.40565737452465306	0	0	12.5	32.00593071730013	FOXO1
regulation of brown fat cell differentiation (GO:0090335)	1/8	0.07726807133802915	0.40524046047067086	0	0	12.5	32.00593071730013	SIRT1
lipoprotein transport (GO:0042953)	1/8	0.07726807133802915	0.40482440250304186	0	0	12.5	32.00593071730013	PPARG
negative regulation of appetite (GO:0032099)	1/8	0.07726807133802915	0.4044091979876541	0	0	12.5	32.00593071730013	PPARA
positive regulation of isotype switching (GO:0045830)	1/8	0.07726807133802915	0.40399484430119137	0	0	12.5	32.00593071730013	TP53BP1
negative regulation of glial cell differentiation (GO:0045686)	1/8	0.07726807133802915	0.40358133883107755	0	0	12.5	32.00593071730013	NOTCH1
cellular response to forskolin (GO:1904322)	1/8	0.07726807133802915	0.403168678975422	0	0	12.5	32.00593071730013	AHR
negative regulation of protein homooligomerization (GO:0032463)	1/8	0.07726807133802915	0.402756862142965	0	0	12.5	32.00593071730013	SRC
cellular response to interleukin-21 (GO:0098757)	1/8	0.07726807133802915	0.4023458857530232	0	0	12.5	32.00593071730013	STAT1
endodermal cell fate commitment (GO:0001711)	1/8	0.07726807133802915	0.40193574723543607	0	0	12.5	32.00593071730013	SOX2
peptidyl-arginine methylation, to asymmetrical-dimethyl arginine (GO:0019919)	1/8	0.07726807133802915	0.40152644403051196	0	0	12.5	32.00593071730013	CARM1
lagging strand elongation (GO:0006273)	1/8	0.07726807133802915	0.40111797358897533	0	0	12.5	32.00593071730013	PARP1
positive regulation of mitotic metaphase/anaphase transition (GO:0045842)	1/8	0.07726807133802915	0.40071033337191336	0	0	12.5	32.00593071730013	RB1
cellular response to reactive nitrogen species (GO:1902170)	1/8	0.07726807133802915	0.4003035208507236	0	0	12.5	32.00593071730013	FOXO1
positive regulation of DNA recombination (GO:0045911)	1/8	0.07726807133802915	0.39989753350706164	0	0	12.5	32.00593071730013	TP53BP1
interleukin-21-mediated signaling pathway (GO:0038114)	1/8	0.07726807133802915	0.39949236883278905	0	0	12.5	32.00593071730013	STAT1
negative regulation of monooxygenase activity (GO:0032769)	1/8	0.07726807133802915	0.39908802432992185	0	0	12.5	32.00593071730013	NFKB1
coronary vasculature morphogenesis (GO:0060977)	1/8	0.07726807133802915	0.39868449751057916	0	0	12.5	32.00593071730013	NOTCH1
regulation of protein deacetylation (GO:0090311)	1/8	0.07726807133802915	0.3982817858969321	0	0	12.5	32.00593071730013	EP300
regulation of T cell mediated immunity (GO:0002709)	1/8	0.07726807133802915	0.3978798870211531	0	0	12.5	32.00593071730013	HMGB1
protein K6-linked ubiquitination (GO:0085020)	1/8	0.07726807133802915	0.3974787984253657	0	0	12.5	32.00593071730013	BRCA1
cellular response to UV-B (GO:0071493)	1/8	0.07726807133802915	0.3970785176615939	0	0	12.5	32.00593071730013	CDKN1A
response to forskolin (GO:1904321)	1/8	0.07726807133802915	0.396679042291713	0	0	12.5	32.00593071730013	AHR
negative regulation of voltage-gated potassium channel activity (GO:1903817)	1/8	0.07726807133802915	0.3962803698873998	0	0	12.5	32.00593071730013	SUMO1
regulation of striated muscle cell differentiation (GO:0051153)	1/8	0.07726807133802915	0.3958824980300831	0	0	12.5	32.00593071730013	HDAC5
positive regulation of metanephros development (GO:0072216)	1/8	0.07726807133802915	0.39548542431089545	0	0	12.5	32.00593071730013	MYC
angiogenesis involved in wound healing (GO:0060055)	1/8	0.07726807133802915	0.39508914633062403	0	0	12.5	32.00593071730013	SRF
regulation of type B pancreatic cell development (GO:2000074)	1/8	0.07726807133802915	0.3946936616996624	0	0	12.5	32.00593071730013	GSK3B
positive regulation of regulatory T cell differentiation (GO:0045591)	1/8	0.07726807133802915	0.39429896803796277	0	0	12.5	32.00593071730013	BCL6
heterochromatin assembly (GO:0031507)	1/8	0.07726807133802915	0.3939050629749878	0	0	12.5	32.00593071730013	HMGA1
positive regulation of immunoglobulin mediated immune response (GO:0002891)	1/8	0.07726807133802915	0.39351194414966345	0	0	12.5	32.00593071730013	TP53BP1
regulation of protein ADP-ribosylation (GO:0010835)	1/8	0.07726807133802915	0.3931196092103318	0	0	12.5	32.00593071730013	KAT2B
phospholipid homeostasis (GO:0055091)	1/8	0.07726807133802915	0.39272805581470394	0	0	12.5	32.00593071730013	HNF4A
cardiac muscle hypertrophy (GO:0003300)	1/8	0.07726807133802915	0.3923372816298137	0	0	12.5	32.00593071730013	HDAC4
ventricular trabecula myocardium morphogenesis (GO:0003222)	1/8	0.07726807133802915	0.39194728433197096	0	0	12.5	32.00593071730013	NOTCH1
leptin-mediated signaling pathway (GO:0033210)	1/8	0.07726807133802915	0.39155806160671575	0	0	12.5	32.00593071730013	SIRT1
positive regulation of toll-like receptor 4 signaling pathway (GO:0034145)	1/8	0.07726807133802915	0.3911696111487726	0	0	12.5	32.00593071730013	NR1H3
granulocyte differentiation (GO:0030851)	1/8	0.07726807133802915	0.39078193066200473	0	0	12.5	32.00593071730013	GATA1
positive regulation of mitochondrial membrane permeability involved in apoptotic process (GO:1902110)	1/8	0.07726807133802915	0.3903950178593691	0	0	12.5	32.00593071730013	ATF2
negative regulation of cAMP-dependent protein kinase activity (GO:2000480)	1/8	0.07726807133802915	0.3900088704628712	0	0	12.5	32.00593071730013	SIRT1
regulation of response to oxidative stress (GO:1902882)	1/8	0.07726807133802915	0.3896234862035205	0	0	12.5	32.00593071730013	H2AFY
regulation of smooth muscle cell apoptotic process (GO:0034391)	1/8	0.07726807133802915	0.38923886282128606	0	0	12.5	32.00593071730013	SIRT1
bone resorption (GO:0045453)	1/8	0.07726807133802915	0.388854998065052	0	0	12.5	32.00593071730013	SRC
regulation of T-helper 2 cell differentiation (GO:0045628)	1/8	0.07726807133802915	0.3884718896925742	0	0	12.5	32.00593071730013	RARA
osteoblast development (GO:0002076)	1/8	0.07726807133802915	0.3880895354704358	0	0	12.5	32.00593071730013	MEN1
peptidyl-lysine monomethylation (GO:0018026)	1/8	0.07726807133802915	0.3877079331740047	0	0	12.5	32.00593071730013	SETD7
nose development (GO:0043584)	1/8	0.07726807133802915	0.38732708058738974	0	0	12.5	32.00593071730013	CHD7
depyrimidination (GO:0045008)	1/8	0.07726807133802915	0.3869469755033982	0	0	12.5	32.00593071730013	TDG
lipoprotein localization (GO:0044872)	1/8	0.07726807133802915	0.3865676157234929	0	0	12.5	32.00593071730013	PPARG
regulation of peroxisome proliferator activated receptor signaling pathway (GO:0035358)	1/8	0.07726807133802915	0.38618899905775	0	0	12.5	32.00593071730013	SIRT1
response to leptin (GO:0044321)	1/8	0.07726807133802915	0.3858111233248168	0	0	12.5	32.00593071730013	SIRT1
regulation of apoptotic cell clearance (GO:2000425)	1/8	0.07726807133802915	0.38543398635186976	0	0	12.5	32.00593071730013	HMGB1
negative regulation of double-strand break repair via homologous recombination (GO:2000042)	1/8	0.07726807133802915	0.385057585974573	0	0	12.5	32.00593071730013	TP53BP1
protein complex disassembly (GO:0043241)	2/46	0.07734722537002725	0.3850759912812186	0	0	4.3478260869565215	11.128045972658514	GSK3B;CTNNB1
regulation of intrinsic apoptotic signaling pathway (GO:2001242)	2/47	0.08027086916110822	0.3992419545118277	0	0	4.25531914893617	10.733397867777947	SRC;TP53
regulation of protein ubiquitination (GO:0031396)	3/101	0.08075251505263155	0.4012464306850816	0	0	2.9702970297029703	7.474354963965692	DAXX;HSP90AA1;BRCA1
regulation of protein kinase B signaling (GO:0051896)	4/163	0.08122973834596402	0.403225053287407	0	0	2.4539877300613497	6.1606720566250965	SRC;DDIT3;ESR1;SIRT1
positive regulation of protein modification process (GO:0031401)	4/163	0.08122973834596402	0.402833192205495	0	0	2.4539877300613497	6.1606720566250965	DAXX;HDAC3;KAT5;SIRT1
regulation of epithelial cell migration (GO:0010632)	2/48	0.08322842762171248	0.41234433607145515	0	0	4.166666666666666	10.359026297366983	SRC;HIF1A
protein import into nucleus (GO:0006606)	3/103	0.08449595347462521	0.4182180897972963	0	0	2.912621359223301	7.197237767883284	BCL6;BCL3;CTNNB1
regulation of signal transduction (GO:0009966)	5/233	0.08511859433212086	0.42089165395039996	0	0	2.1459227467811157	5.286930831503233	CREBBP;SRC;SIRT1;ESR1;RUNX1
negative regulation of NIK/NF-kappaB signaling (GO:1901223)	1/9	0.08649906605727922	0.4273037116072564	0	0	11.11111111111111	27.195796245869616	RELA
negative regulation of phagocytosis (GO:0050765)	1/9	0.08649906605727922	0.42689045850125323	0	0	11.11111111111111	27.195796245869616	HMGB1
ornithine metabolic process (GO:0006591)	1/9	0.08649906605727922	0.42647800395197666	0	0	11.11111111111111	27.195796245869616	HNF4A
megakaryocyte differentiation (GO:0030219)	1/9	0.08649906605727922	0.4260663456470037	0	0	11.11111111111111	27.195796245869616	GATA1
negative regulation of response to reactive oxygen species (GO:1901032)	1/9	0.08649906605727922	0.4256554812828311	0	0	11.11111111111111	27.195796245869616	NFE2L2
